id,first_name,last_name,State,Product,NRx_Month_1,NRx_Month_2,NRx_Month_3,NRx_Month_4,NRx_Month_5,NRx_Month_6,TRx_Month_1,TRx_Month_2,TRx_Month_3,TRx_Month_4,TRx_Month_5,TRx_Month_6,NRx_all,TRx_all
783,Rufe,Hoble,Arkansas,Nasalclear,4,11,11,19,2,7,153,3,85,158,180,59,47,579
784,Augustin,Delnevo,New York,Nasalclear,13,9,20,17,3,8,154,86,23,181,174,61,62,618
785,Doyle,Perford,Georgia,Nasalclear,18,4,12,4,15,3,89,90,4,10,122,36,53,315
786,Holly-anne,De Dantesie,Florida,Nasalclear,12,8,12,16,13,12,67,51,73,11,119,162,61,321
787,Hanan,Springthorpe,California,Nasalclear,13,4,4,18,7,5,192,61,31,120,54,190,46,458
788,Bethany,Derye-Barrett,District of Columbia,Nasalclear,5,11,1,20,18,7,134,197,84,50,17,166,55,482
789,Madalyn,Bellay,Ohio,Nasalclear,9,8,6,1,1,3,165,173,115,114,171,169,25,738
790,Eldridge,Haysham,Louisiana,Nasalclear,11,10,16,15,4,16,63,106,65,117,194,193,56,545
791,Jeffy,Kenealy,California,Nasalclear,13,15,4,3,3,10,195,60,14,112,181,4,38,562
792,Neill,Honnan,District of Columbia,Nasalclear,4,14,12,5,15,8,193,72,192,32,47,83,50,536
793,Bellina,Garred,Texas,Nasalclear,8,3,5,14,1,9,192,54,49,54,94,172,31,443
794,Morna,Farlam,California,Nasalclear,15,3,6,6,16,17,99,199,8,151,103,49,46,560
795,Courtnay,Ownsworth,New York,Nasalclear,10,9,19,14,1,5,91,62,177,166,163,23,53,659
796,Monroe,Okenden,Florida,Nasalclear,13,10,10,11,0,18,38,148,123,163,188,171,44,660
797,Noni,Knight,Louisiana,Nasalclear,20,13,2,4,10,12,190,181,95,17,162,99,49,645
798,Nicoli,Florentine,Iowa,Nasalclear,4,17,16,8,4,16,170,77,116,163,56,180,49,582
799,Jarrid,Drowsfield,California,Nasalclear,6,5,12,19,14,5,20,9,164,40,31,172,56,264
800,Del,Batrip,California,Nasalclear,11,1,14,8,6,14,22,136,167,36,188,97,40,549
801,Dario,Starte,Georgia,Nasalclear,18,3,20,6,9,8,197,87,50,32,116,5,56,482
802,Caprice,Seefeldt,Nebraska,Nasalclear,11,8,15,0,9,20,156,145,144,28,181,194,43,654
803,Claudia,de Leon,Arizona,Nasalclear,20,19,18,17,17,19,41,10,82,66,37,81,91,236
804,Robinette,Breakwell,Illinois,Nasalclear,11,11,8,10,12,15,55,159,157,84,177,92,52,632
805,Steffen,Cruickshanks,California,Nasalclear,1,15,19,17,10,11,47,198,83,133,156,98,62,617
806,Creigh,Dacombe,District of Columbia,Nasalclear,8,13,6,4,20,1,49,117,19,116,13,162,51,314
807,Jonas,Estick,Virginia,Nasalclear,17,4,14,1,2,19,189,174,125,127,168,74,38,783
808,Vladamir,Odger,Virginia,Nasalclear,14,19,7,14,17,18,143,111,73,119,134,101,71,580
809,Syman,Farquar,Indiana,Nasalclear,17,0,0,15,3,2,120,112,86,34,129,94,35,481
810,Shelly,Scurrah,Maryland,Nasalclear,9,16,11,15,17,20,22,166,54,38,136,169,68,416
811,Caleb,Del Dello,Texas,Nasalclear,4,19,4,15,12,9,59,177,121,30,9,87,54,396
812,Jonathon,Eve,New York,Nasalclear,12,3,1,4,11,5,184,4,24,90,108,65,31,410
813,Coletta,Pryor,Hawaii,Nasalclear,3,19,8,12,13,17,66,8,38,54,182,30,55,348
814,Olympie,Sarre,New York,Nasalclear,20,16,2,16,16,1,68,11,148,26,92,67,70,345
815,Cortney,O'Rudden,California,Nasalclear,1,13,3,2,14,12,55,41,44,178,50,50,33,368
816,Mickey,Luberti,Pennsylvania,Nasalclear,4,20,10,17,5,18,59,54,176,51,97,144,56,437
817,Berkley,Kilban,Texas,Nasalclear,15,1,19,5,17,2,78,121,10,145,74,73,57,428
818,Hadleigh,Oram,Alabama,Nasalclear,9,18,15,18,8,15,68,110,67,167,45,132,68,457
819,Mariya,Cholwell,Arizona,Nasalclear,18,12,2,18,0,11,60,82,53,155,89,65,50,439
820,Mandel,Dare,Texas,Nasalclear,5,20,19,11,16,14,81,195,3,104,83,12,71,466
821,Erika,Mabe,Oklahoma,Nasalclear,14,5,12,14,19,18,195,137,109,145,181,130,64,767
822,Essie,Dumbreck,Nevada,Nasalclear,8,12,15,6,11,10,194,196,90,69,104,190,52,653
823,Johnna,Franzke,Georgia,Nasalclear,20,15,19,10,5,14,154,76,121,147,188,134,69,686
824,Ardelia,Weinmann,Wisconsin,Nasalclear,9,1,16,9,5,8,118,30,68,180,154,106,40,550
825,Humfrid,McGarel,Indiana,Nasalclear,11,6,7,1,2,18,80,87,48,24,163,0,27,402
826,Elwira,Allitt,Ohio,Nasalclear,12,5,0,10,6,11,79,94,2,26,183,125,33,384
827,Evelin,Veljes,California,Nasalclear,11,20,6,10,5,10,168,20,165,63,130,49,52,546
828,Kendell,Gerholz,Virginia,Nasalclear,14,6,10,7,9,13,150,72,61,60,197,167,46,540
829,Meier,Bullimore,Illinois,Nasalclear,13,12,18,5,3,14,118,89,181,4,132,196,51,524
830,Kiel,Fishlee,District of Columbia,Nasalclear,1,5,11,16,4,15,8,28,97,156,18,7,37,307
831,Elinor,Graeme,Louisiana,Nasalclear,9,9,1,14,5,18,0,6,40,102,82,192,38,230
832,Aubree,Keeney,Michigan,Nasalclear,0,7,16,14,3,14,59,114,200,16,192,77,40,581
833,Lockwood,Salway,Florida,Nasalclear,3,0,17,19,4,13,15,85,11,119,61,7,43,291
834,Mill,Kilalea,California,Nasalclear,14,19,8,8,20,1,164,51,33,136,132,41,69,516
835,Madge,Denk,New York,Nova-itch,6,14,7,1,1,14,37,133,102,59,142,106,29,473
836,Garek,Cissen,Florida,Nova-itch,14,14,11,12,7,13,89,82,118,88,87,199,58,464
837,Trudi,O'Doherty,Illinois,Nova-itch,8,9,18,9,12,11,0,132,10,124,70,169,56,336
838,Pancho,Leask,Pennsylvania,Nova-itch,4,12,8,3,14,16,154,162,123,23,191,174,41,653
839,Stephana,Kestin,Virginia,Nova-itch,19,1,4,10,11,4,89,165,53,148,73,10,45,528
840,Robina,Harrold,Tennessee,Nova-itch,9,18,20,15,9,4,183,103,197,186,117,13,71,786
841,Lorianne,Maffione,Texas,Nova-itch,5,3,2,13,16,20,7,77,51,119,9,117,39,263
842,Milton,Bryning,Arizona,Nova-itch,19,8,0,14,1,9,145,113,171,181,67,143,42,677
843,Sheffie,Persey,California,Nova-itch,13,6,16,17,1,5,173,9,105,7,192,119,53,486
844,Sibley,Attree,Missouri,Nova-itch,10,8,1,20,4,1,148,87,185,125,65,156,43,610
845,Farrel,Ault,Kansas,Nova-itch,4,16,3,10,1,19,108,138,97,59,82,75,34,484
846,Alexandra,Gantzer,Oklahoma,Nova-itch,17,19,18,9,3,4,182,59,59,150,199,83,66,649
847,Darb,Dyde,Florida,Nova-itch,11,17,2,11,16,2,154,87,193,5,194,6,57,633
848,Becky,Gendrich,Florida,Nova-itch,20,13,8,20,9,15,28,123,89,164,62,171,70,466
849,Nanete,Reedyhough,Arizona,Nova-itch,3,4,19,9,5,3,51,36,98,55,80,189,40,320
850,Jaclin,Gjerde,Washington,Nova-itch,4,10,1,1,3,3,40,37,82,149,134,192,19,442
851,Malena,Wooddisse,North Carolina,Nova-itch,1,11,10,14,5,13,192,17,47,181,152,14,41,589
852,Caz,Nickols,Florida,Nova-itch,14,0,6,15,9,17,106,76,87,4,12,54,44,285
853,Malcolm,Rabb,Texas,Nova-itch,6,6,16,4,8,14,5,47,171,147,84,135,40,454
854,Arlin,Olfert,Colorado,Nova-itch,16,1,12,3,18,1,73,120,161,1,186,29,50,541
855,Yoshiko,Carnegy,Washington,Nova-itch,19,13,14,17,10,8,155,76,89,136,27,116,73,483
856,Sargent,Sepey,Nevada,Nova-itch,9,8,20,8,20,14,112,86,117,37,132,189,65,484
857,Priscilla,Bantock,Arizona,Nova-itch,6,11,10,7,4,7,107,51,108,133,89,132,38,488
858,Anabel,Adam,California,Nova-itch,10,4,20,8,3,6,76,34,188,144,7,36,45,449
859,Jesse,Petters,California,Nova-itch,7,9,18,16,4,15,70,13,190,183,107,136,54,563
860,Montgomery,Warnock,Virginia,Nova-itch,8,9,15,7,13,3,47,99,65,52,42,101,52,305
861,Jarad,Fayne,Florida,Nova-itch,6,3,7,18,12,17,18,184,147,178,34,20,46,561
862,Josefa,Ilott,Texas,Nova-itch,2,2,10,15,1,17,153,58,119,28,170,130,30,528
863,Colly,Treslove,District of Columbia,Nova-itch,3,3,9,7,11,11,132,128,106,153,131,25,33,650
864,Dael,De Ferraris,California,Nova-itch,3,18,0,5,12,2,195,159,67,105,123,181,38,649
865,Chrisse,Crux,Georgia,Nova-itch,1,1,8,18,6,7,120,194,35,150,9,33,34,508
866,Mathilde,Earl,Michigan,Nova-itch,11,9,9,1,6,0,172,20,32,87,111,187,36,422
867,Lucia,Wright,Florida,Nova-itch,12,19,15,11,20,7,167,77,23,188,189,93,77,644
868,Jeri,Swatman,Maryland,Nova-itch,6,17,13,20,0,0,139,149,84,81,137,189,56,590
869,Laney,Bertome,District of Columbia,Nova-itch,16,13,7,2,20,17,117,170,106,14,189,50,58,596
870,Raddy,Newband,Minnesota,Nova-itch,20,17,17,1,15,17,121,110,34,58,14,197,70,337
871,Hubert,Castri,Kansas,Nova-itch,19,8,0,1,7,17,158,138,106,37,74,9,35,513
872,Celka,Blamires,Texas,Nova-itch,19,11,14,19,2,2,7,24,177,53,22,15,65,283
873,Cleon,Adair,Missouri,Nova-itch,10,3,12,5,14,15,174,76,162,195,67,8,44,674
874,Corenda,Lalor,South Carolina,Nova-itch,6,5,5,0,4,3,81,49,175,43,70,154,20,418
875,Merle,Stovold,Oklahoma,Nova-itch,16,19,2,4,11,2,52,54,136,67,2,44,52,311
876,Dougie,Rays,California,Nova-itch,1,15,7,2,13,18,10,65,117,187,35,27,38,414
877,Redford,Lissandre,Illinois,Nova-itch,9,19,17,19,20,4,0,78,134,119,85,156,84,416
878,Alikee,Huck,Texas,Nova-itch,10,8,3,7,19,16,77,155,124,184,99,91,47,639
879,Alys,Sandon,Missouri,Nova-itch,1,16,19,8,10,6,34,89,45,138,167,115,54,473
880,Cherish,Free,Texas,Nova-itch,14,4,14,18,19,14,127,80,93,163,40,31,69,503
881,Tilda,MacTavish,Illinois,Nova-itch,14,8,18,20,12,5,183,12,73,168,100,102,72,536
882,Kirby,Aspole,Virginia,Nova-itch,19,14,1,5,15,19,173,53,170,104,143,26,54,643
883,Federica,Wasling,Connecticut,Nova-itch,0,17,2,14,3,11,25,100,24,102,173,62,36,424
884,Mitzi,Gilhooly,Louisiana,Nova-itch,5,17,9,0,2,12,8,2,199,1,186,154,33,396
885,Niko,Denness,New York,Nova-itch,9,14,20,9,11,20,22,120,155,115,131,51,63,543
886,Aleda,Ferrandez,Louisiana,Nova-itch,15,2,18,14,6,16,93,16,16,186,151,109,55,462
887,Benoit,Ventris,Ohio,Nova-itch,9,16,1,7,7,17,1,136,40,29,171,145,40,377
888,Berny,Dymidowski,Connecticut,Nova-itch,12,15,20,17,19,18,191,19,156,75,13,28,83,454
889,Jeremiah,Thomesson,Ohio,Nova-itch,4,7,0,8,7,0,26,116,103,175,80,160,26,500
890,Nickolai,Reglar,California,Nova-itch,10,17,7,11,4,2,54,97,173,32,110,100,49,466
891,Amaleta,Naulty,Florida,Nova-itch,20,9,16,14,14,4,179,61,24,174,98,95,73,536
892,Hermione,Quest,Iowa,Nova-itch,18,15,8,12,11,11,109,23,167,3,150,114,64,452
893,Lewiss,Kellock,New York,Nova-itch,9,5,0,8,9,4,140,150,26,169,63,13,31,548
894,Shantee,Kaming,Ohio,Nova-itch,9,7,20,12,10,12,184,121,37,174,38,122,58,554
895,Alfonse,Spaxman,Ohio,Nova-itch,2,8,13,17,1,11,143,78,199,115,119,156,41,654
896,Cody,Falla,Arizona,Nova-itch,9,18,2,13,1,15,112,129,69,106,97,141,43,513
897,Waite,Spalding,Nevada,Nova-itch,1,11,8,14,14,14,48,95,190,160,2,22,48,495
898,Jean,Figge,Texas,Nova-itch,4,19,17,7,18,10,165,56,126,15,62,33,65,424
899,Amity,Swansbury,Oklahoma,Nova-itch,6,11,10,14,9,5,97,31,49,166,138,3,50,481
900,Hettie,Kelwaybamber,Oklahoma,Nova-itch,13,18,9,9,17,20,64,183,90,38,92,19,66,467
901,Rosaline,Hulse,California,Nova-itch,0,17,16,5,9,15,14,111,153,109,139,125,47,526
902,Albie,Gauthorpp,Colorado,Nova-itch,17,5,0,12,9,4,94,189,89,129,90,49,43,591
903,Natalee,Whetton,Texas,Nova-itch,6,11,10,0,11,8,58,129,31,157,176,136,38,551
904,Damian,McAlindon,Iowa,Nova-itch,9,14,10,8,5,2,131,133,122,154,156,140,46,696
905,Rozina,Woodgate,Florida,Nova-itch,6,1,6,7,16,10,108,99,140,125,37,193,36,509
906,Witty,Stener,Texas,Nova-itch,0,11,9,0,15,2,17,71,53,19,131,111,35,291
907,Gwenora,Fearenside,California,Nova-itch,19,15,6,1,15,12,76,156,121,110,148,114,56,611
908,Sunny,Scotfurth,New York,Nova-itch,12,19,7,8,4,3,40,26,195,2,91,7,50,354
909,Betty,Seeler,Alabama,Nova-itch,2,12,11,13,4,1,128,75,7,181,196,91,42,587
910,Aryn,Kimberly,Washington,Nova-itch,8,5,18,7,19,11,86,127,67,100,42,175,57,422
911,Brinn,Petroselli,New York,Nova-itch,1,4,11,2,13,15,14,182,143,125,80,42,31,544
912,Deena,Zumbusch,Maryland,Nova-itch,8,11,1,10,2,5,93,189,194,177,125,101,32,778
913,Oliy,Laban,Louisiana,Nova-itch,13,12,0,20,10,5,78,8,162,151,166,13,55,565
914,Lynn,Tembridge,Michigan,Nova-itch,1,16,10,10,14,12,167,139,42,109,174,144,51,631
915,Marji,Bandey,Maryland,Nova-itch,15,6,10,19,10,6,184,43,76,137,103,135,60,543
916,Caspar,Gascar,Tennessee,Nova-itch,3,12,20,14,15,18,50,160,124,0,6,164,64,340
917,Reinaldos,Mantle,California,Nova-itch,3,7,20,14,18,20,106,152,165,38,51,121,62,512
918,Linn,Aleksandrikin,Illinois,Nova-itch,15,12,14,5,13,14,152,58,6,188,195,68,59,599
919,Viv,MacKill,Kentucky,Nova-itch,12,14,9,0,3,8,133,168,25,188,20,200,38,534
920,Roana,Bampkin,California,Nova-itch,12,11,16,17,15,6,54,27,119,23,21,108,71,244
921,Pamella,Cohani,Oklahoma,Nova-itch,9,0,15,15,13,4,39,50,165,3,55,62,52,312
922,Blanca,Timberlake,Arizona,Nova-itch,8,1,9,16,12,16,36,116,156,76,172,151,46,556
923,Lucita,Romeuf,District of Columbia,Nova-itch,1,13,12,11,5,5,26,41,30,152,197,157,42,446
924,Johnny,Wallbanks,Washington,Nova-itch,11,19,13,0,19,7,121,117,184,9,70,100,62,501
925,Keelby,Boldison,Arizona,Nova-itch,10,11,14,20,5,12,79,51,108,144,181,52,60,563
926,Elsa,Yousef,New York,Nova-itch,11,19,2,2,17,13,44,60,68,44,72,50,51,288
927,Colman,Haycox,Indiana,Nova-itch,15,17,2,13,5,9,125,84,10,134,45,143,52,398
928,Millard,Paydon,District of Columbia,Nova-itch,14,17,3,8,8,5,12,14,67,37,169,106,50,299
929,Berny,Mewrcik,Nebraska,Nova-itch,4,6,13,9,20,0,80,108,121,187,117,194,52,613
930,Isiahi,Prosch,New York,Nova-itch,1,20,16,19,9,7,26,160,20,100,99,101,65,405
931,Taffy,Arthur,Alabama,Nova-itch,14,1,6,16,13,20,60,121,178,168,153,159,50,680
932,Raviv,Haccleton,Iowa,Nova-itch,13,10,3,8,20,2,103,148,102,104,106,50,54,563
933,Lena,Edinburough,Florida,Nova-itch,0,6,10,1,18,7,108,134,72,56,195,179,35,565
934,Lily,Hinemoor,District of Columbia,Nova-itch,18,6,19,11,12,16,57,88,77,12,18,63,66,252
935,Elie,Stedson,Florida,Nova-itch,20,1,0,7,5,20,145,157,49,100,194,40,33,645
936,Alene,Minkin,Texas,Nova-itch,7,5,0,12,6,5,89,191,92,131,55,24,30,558
937,Janel,Scrigmour,North Carolina,Nova-itch,3,7,15,5,5,17,123,32,133,56,43,184,35,387
938,Albert,Veart,West Virginia,Nova-itch,12,17,2,13,14,19,53,59,93,43,186,70,58,434
939,Jerrold,Thewles,Georgia,Nova-itch,14,8,12,4,15,20,125,128,161,26,158,9,53,598
940,Isiahi,Ciciotti,Florida,Nova-itch,19,16,20,8,1,7,15,99,32,17,52,108,64,215
941,Brandice,Fri,California,Nova-itch,7,15,19,20,19,9,124,145,60,72,123,95,80,524
942,Dulcea,Wipfler,Ohio,Nova-itch,16,11,19,7,7,5,28,186,134,158,99,70,60,605
943,Mortie,Gapper,Ohio,Nova-itch,6,0,0,17,16,10,123,94,18,49,188,105,39,472
944,Ozzy,Luebbert,District of Columbia,Nova-itch,9,8,12,1,9,12,39,18,184,148,15,110,39,404
945,Aeriel,Ledner,California,Nova-itch,16,12,19,15,2,7,64,41,62,56,135,23,64,358
946,Beauregard,Gumly,Pennsylvania,Nova-itch,16,17,4,2,4,9,30,154,137,161,118,37,43,600
947,Esta,Plunket,Texas,Nova-itch,20,0,11,20,1,11,71,53,76,25,114,151,52,339
948,Sibelle,Dunmuir,Missouri,Nova-itch,1,20,10,10,19,10,175,193,52,167,104,70,60,691
949,Lesley,Matasov,North Carolina,Nova-itch,20,12,20,1,20,11,27,59,92,54,138,195,73,370
950,Sada,Buggs,Minnesota,Nova-itch,2,11,5,14,12,8,57,178,89,85,40,111,44,449
951,Chrissie,De Bernardi,Utah,Nova-itch,9,17,15,7,5,17,38,154,154,183,131,137,53,660
952,Anabal,Enriquez,Oklahoma,Nova-itch,13,11,16,15,4,15,6,41,158,85,187,21,59,477
953,Gertie,Fessions,Oregon,Nova-itch,4,20,16,11,17,0,8,125,14,75,8,131,68,230
954,Lishe,Teece,Arkansas,Nova-itch,13,17,3,15,0,13,77,184,18,104,81,5,48,464
955,Xerxes,Whybrow,Pennsylvania,Nova-itch,3,15,0,15,7,19,117,190,13,158,162,191,40,640
956,Nydia,Hefford,New York,Nova-itch,7,17,2,8,20,10,5,38,184,96,170,66,54,493
957,Kiah,Schirok,New York,Nova-itch,20,11,4,12,3,13,43,148,56,110,16,136,50,373
958,Laney,Westfield,Colorado,Nova-itch,17,7,14,13,5,4,112,39,22,160,10,140,56,343
959,Antoine,Madge,Arizona,Nova-itch,11,20,15,6,14,0,57,144,95,24,63,57,66,383
960,Randal,Collumbine,Florida,Nova-itch,10,2,11,3,14,0,43,188,26,43,145,175,40,445
961,Cece,Pettko,Massachusetts,Nova-itch,13,12,11,8,15,4,190,123,37,79,66,130,59,495
962,Wayland,Deabill,New York,Nova-itch,5,6,9,17,3,0,32,144,125,57,182,151,40,540
963,Karoly,Shanahan,Ohio,Nova-itch,14,5,17,5,2,8,179,142,117,120,50,38,43,608
964,Sancho,Aiken,Illinois,Nova-itch,12,1,2,12,7,18,45,6,86,12,152,124,34,301
965,Jeno,Swayland,Virginia,Nova-itch,17,0,18,6,20,4,67,12,54,54,92,64,61,279
966,Major,Lucks,Texas,Nova-itch,11,9,12,12,7,14,4,185,178,139,137,93,51,643
967,Prudence,Berkeley,Nevada,Nova-itch,20,5,8,6,20,4,75,47,106,17,146,32,59,391
968,Valle,Wavell,Wisconsin,Nova-itch,13,2,11,9,19,14,79,183,165,21,55,126,54,503
969,Nealson,Spoerl,California,Nova-itch,1,4,15,20,2,16,181,151,163,47,92,162,42,634
970,Karleen,Fardy,Virginia,Nova-itch,18,8,14,12,14,11,85,161,31,137,128,22,66,542
971,Mariette,Boncore,New York,Nova-itch,13,4,13,2,11,18,4,200,132,95,58,109,43,489
972,Lief,Van Velden,Florida,Nova-itch,6,0,20,4,9,8,70,183,122,166,41,61,39,582
973,Athene,Oiseau,Texas,Nova-itch,11,14,8,13,7,1,104,200,119,26,95,32,53,544
974,Irwinn,Roblin,Hawaii,Nova-itch,7,20,14,3,13,2,150,47,11,149,17,23,57,374
975,Ramsay,Fryett,New York,Nova-itch,10,4,19,16,20,7,63,112,173,50,70,101,69,468
976,Ron,Screech,Texas,Nova-itch,8,14,1,2,16,14,169,190,199,32,194,19,41,784
977,Sidonia,Sainthill,Indiana,Nova-itch,6,10,3,4,16,14,127,189,168,182,106,19,39,772
978,Cris,Cowe,Missouri,Nova-itch,20,19,18,10,10,0,12,145,196,165,17,125,77,535
979,Giovanna,Phripp,Alabama,Nova-itch,4,0,3,20,10,17,125,69,185,34,196,120,37,609
980,Martha,McLorinan,Alabama,Nova-itch,11,6,0,10,7,20,75,129,54,66,99,47,34,423
981,Gerome,Maddison,New York,Nova-itch,7,0,18,18,6,0,81,87,55,16,97,96,49,336
982,Lily,Jacobovitch,Florida,Nova-itch,5,14,3,3,11,9,158,142,167,129,82,24,36,678
983,Fanny,Indruch,Georgia,Nova-itch,2,19,12,1,16,14,96,129,103,14,157,160,50,499
984,Fayre,Lorens,Ohio,Nova-itch,14,3,1,7,10,6,13,92,61,128,68,37,35,362
985,Ellwood,Snead,West Virginia,Nova-itch,8,9,8,5,2,0,83,8,142,124,118,2,32,475
986,Dorie,Maun,Kentucky,Nova-itch,4,12,6,20,18,16,58,7,0,19,87,34,60,171
987,Wynnie,Merrett,Arizona,Nova-itch,2,13,15,20,18,4,196,144,112,132,4,135,68,588
988,Arlan,Mayell,Minnesota,Nova-itch,2,2,5,8,2,13,114,14,94,135,77,196,19,434
989,Val,Orht,Florida,Nova-itch,1,6,10,9,7,2,193,60,54,62,141,138,33,510
990,Quinn,Bannell,Colorado,Nova-itch,9,3,17,2,10,7,156,45,77,54,108,42,41,440
991,Dusty,Drew,New York,Nova-itch,0,3,15,12,1,3,41,189,56,23,56,129,31,365
992,Mirabel,Wornum,North Dakota,Nova-itch,8,14,10,2,2,16,2,164,97,191,51,102,36,505
993,Mina,Rable,Texas,Nova-itch,3,14,14,4,16,13,148,152,106,130,31,132,51,567
994,Filmer,Penhall,Florida,Nova-itch,15,2,2,11,4,7,95,152,23,192,37,26,34,499
995,Sollie,Heijnen,Nebraska,Nova-itch,5,0,0,14,18,8,154,139,11,153,67,115,37,524
996,Jemmie,Pauel,Montana,Nova-itch,14,18,15,0,11,13,12,28,70,51,77,182,58,238
997,Karlen,Maxwell,New York,Nova-itch,5,13,13,3,15,2,51,134,148,93,193,137,49,619
998,Yoko,Dilks,Oklahoma,Nova-itch,15,16,4,14,15,4,88,101,48,8,155,191,64,400
999,Ly,MacCarrane,New York,Nova-itch,3,2,16,3,4,16,16,45,139,24,1,131,28,225
1000,Clifford,Tersay,Illinois,Nova-itch,8,0,17,8,20,19,191,131,69,9,120,64,53,520
